floor,-74,-57
wall,-73,-88
floor,-74,-56
floor,-74,-55
floor,-74,-54
wall,-74,-53
wall,-74,-52
floor,-75,-60
floor,-74,-91
floor,-75,-61
floor,-74,-92
floor,-75,-62
wall,-74,-93
floor,-75,-63
wall,-74,-94
wall,-75,-64
wall,-75,-65
wall,-75,-53
floor,-75,-55
wall,-75,-54
floor,-75,-57
wall,-74,-88
floor,-75,-56
wall,-75,-59
floor,-74,-90
floor,-75,-58
floor,-74,-89
floor,-76,-63
wall,-75,-94
wall,-76,-64
floor,-76,-61
floor,-75,-92
floor,-76,-62
floor,-75,-93
floor,-76,-56
floor,-76,-55
wall,-76,-54
floor,-76,-60
floor,-75,-91
floor,-76,-59
floor,-75,-90
floor,-76,-58
floor,-75,-89
floor,-76,-57
wall,-75,-88
floor,-69,-52
floor,-68,-83
floor,-69,-53
floor,-68,-84
wall,-69,-50
wall,-68,-81
floor,-69,-51
floor,-68,-82
wall,-68,-79
wall,-68,-80
wall,-68,-78
floor,-69,-61
floor,-68,-92
wall,-69,-60
floor,-68,-91
floor,-68,-90
floor,-68,-89
floor,-68,-88
wall,-69,-56
floor,-68,-87
floor,-69,-55
floor,-68,-86
floor,-69,-54
floor,-68,-85
wall,-69,-66
wall,-69,-65
floor,-69,-64
floor,-69,-63
floor,-69,-62
wall,-68,-93
wall,-70,-51
wall,-69,-82
floor,-70,-52
wall,-69,-83
floor,-70,-53
wall,-69,-84
floor,-70,-54
floor,-69,-85
wall,-70,-50
wall,-69,-81
wall,-70,-60
floor,-69,-91
floor,-69,-90
floor,-70,-62
wall,-69,-93
floor,-70,-61
floor,-69,-92
wall,-70,-56
floor,-69,-87
floor,-70,-55
floor,-69,-86
floor,-69,-89
wall,-70,-57
floor,-69,-88
floor,-70,-64
floor,-70,-63
wall,-70,-65
wall,-71,-51
floor,-71,-54
wall,-70,-85
floor,-71,-55
wall,-70,-86
floor,-71,-52
floor,-71,-53
wall,-70,-84
floor,-70,-90
floor,-70,-89
wall,-71,-57
floor,-70,-88
floor,-71,-56
wall,-70,-87
floor,-71,-63
floor,-71,-62
wall,-70,-93
floor,-71,-61
floor,-70,-92
wall,-71,-60
floor,-70,-91
wall,-71,-65
floor,-71,-64
wall,-72,-51
wall,-72,-52
floor,-72,-53
floor,-72,-54
floor,-72,-55
floor,-72,-56
wall,-71,-87
wall,-72,-58
floor,-71,-89
wall,-72,-57
wall,-71,-88
wall,-72,-60
floor,-71,-91
floor,-71,-90
floor,-72,-62
wall,-71,-93
floor,-72,-61
floor,-71,-92
floor,-72,-64
floor,-72,-63
wall,-72,-65
floor,-65,-49
floor,-64,-80
wall,-65,-48
floor,-64,-79
wall,-65,-47
floor,-64,-78
floor,-64,-77
floor,-64,-76
floor,-64,-75
floor,-64,-74
floor,-64,-73
floor,-64,-72
floor,-64,-71
floor,-64,-70
floor,-64,-69
wall,-64,-68
wall,-64,-67
wall,-64,-66
floor,-64,-65
floor,-65,-64
floor,-65,-65
floor,-65,-62
floor,-65,-63
wall,-65,-61
wall,-65,-54
wall,-64,-85
wall,-64,-86
floor,-65,-52
wall,-64,-83
wall,-65,-53
wall,-64,-84
floor,-65,-50
floor,-64,-81
floor,-65,-51
floor,-64,-82
wall,-66,-48
floor,-65,-79
floor,-65,-78
floor,-66,-50
floor,-65,-81
floor,-66,-49
floor,-65,-80
floor,-65,-75
floor,-65,-74
floor,-65,-77
floor,-65,-76
wall,-65,-71
wall,-65,-70
floor,-65,-73
floor,-65,-72
wall,-65,-66
wall,-65,-69
wall,-65,-68
floor,-66,-63
floor,-66,-64
floor,-66,-65
wall,-66,-66
wall,-66,-61
floor,-66,-62
wall,-66,-55
wall,-65,-86
wall,-65,-87
wall,-65,-88
wall,-65,-89
floor,-66,-51
floor,-65,-82
floor,-66,-52
floor,-65,-83
floor,-66,-53
floor,-65,-84
wall,-66,-54
floor,-65,-85
floor,-66,-78
floor,-66,-77
floor,-66,-76
floor,-66,-75
floor,-67,-51
floor,-66,-82
floor,-67,-50
floor,-66,-81
wall,-67,-49
floor,-66,-80
wall,-67,-48
floor,-66,-79
wall,-66,-74
wall,-66,-73
wall,-66,-72
wall,-66,-71
floor,-67,-62
floor,-67,-63
wall,-67,-60
wall,-66,-91
wall,-67,-61
wall,-67,-66
floor,-67,-64
floor,-67,-65
floor,-67,-54
floor,-66,-85
wall,-67,-55
floor,-66,-86
floor,-67,-52
floor,-66,-83
floor,-67,-53
floor,-66,-84
wall,-66,-89
wall,-66,-90
floor,-66,-87
floor,-66,-88
wall,-67,-77
wall,-67,-76
floor,-67,-79
wall,-67,-78
wall,-68,-50
floor,-67,-81
wall,-68,-49
floor,-67,-80
floor,-68,-52
floor,-67,-83
floor,-68,-51
floor,-67,-82
wall,-67,-75
wall,-67,-74
floor,-68,-61
wall,-67,-92
floor,-68,-62
wall,-67,-93
floor,-68,-63
floor,-68,-64
floor,-68,-65
wall,-68,-66
floor,-68,-53
floor,-67,-84
floor,-68,-54
floor,-67,-85
wall,-68,-55
floor,-67,-86
wall,-68,-56
floor,-67,-87
floor,-67,-88
floor,-67,-89
floor,-67,-90
wall,-68,-60
wall,-67,-91
wall,-59,-67
floor,-59,-66
floor,-59,-65
floor,-59,-64
wall,-59,-63
wall,-59,-62
wall,-60,-30
wall,-60,-29
wall,-60,-44
wall,-59,-70
wall,-59,-69
wall,-59,-68
wall,-60,-51
floor,-60,-49
wall,-60,-50
floor,-60,-47
floor,-60,-48
wall,-60,-45
floor,-60,-46
wall,-61,-28
floor,-61,-26
wall,-61,-27
floor,-61,-24
floor,-61,-25
wall,-61,-22
wall,-61,-23
wall,-58,-64
wall,-58,-63
wall,-58,-66
wall,-58,-65
floor,-59,-29
floor,-59,-28
wall,-59,-31
wall,-59,-30
wall,-58,-67
floor,-59,-48
floor,-59,-49
wall,-59,-50
wall,-59,-44
floor,-59,-45
floor,-59,-46
floor,-59,-47
floor,-60,-25
floor,-60,-26
floor,-60,-27
wall,-60,-28
wall,-60,-22
floor,-60,-23
floor,-60,-24
floor,-58,-30
floor,-58,-29
floor,-58,-28
floor,-58,-27
wall,-58,-32
wall,-58,-31
floor,-58,-45
floor,-58,-46
wall,-58,-43
wall,-58,-44
wall,-58,-49
wall,-58,-50
floor,-58,-47
floor,-58,-48
wall,-59,-22
floor,-59,-23
floor,-59,-26
floor,-59,-27
floor,-59,-24
floor,-59,-25
floor,-57,-27
floor,-57,-26
floor,-57,-29
floor,-57,-28
floor,-57,-31
floor,-57,-30
wall,-57,-33
wall,-57,-32
wall,-57,-42
wall,-57,-43
floor,-57,-44
floor,-57,-45
floor,-57,-46
floor,-57,-47
floor,-57,-48
wall,-57,-49
wall,-58,-21
wall,-58,-22
floor,-58,-23
floor,-58,-24
floor,-58,-25
floor,-58,-26
wall,-64,-47
floor,-63,-78
floor,-64,-48
floor,-63,-79
floor,-63,-76
floor,-63,-77
floor,-63,-74
floor,-63,-75
floor,-63,-72
floor,-63,-73
floor,-63,-70
floor,-63,-71
floor,-63,-68
floor,-63,-69
floor,-63,-66
floor,-63,-67
floor,-63,-64
floor,-63,-65
floor,-64,-64
floor,-64,-63
floor,-64,-62
wall,-64,-61
wall,-64,-53
floor,-64,-52
wall,-63,-83
floor,-64,-51
wall,-63,-82
floor,-64,-50
wall,-63,-81
floor,-64,-49
wall,-63,-80
floor,-62,-75
wall,-62,-76
wall,-63,-46
wall,-62,-77
wall,-63,-47
wall,-62,-78
floor,-62,-71
floor,-62,-72
floor,-62,-73
floor,-62,-74
floor,-62,-67
floor,-62,-68
floor,-62,-69
floor,-62,-70
floor,-62,-63
floor,-62,-64
floor,-62,-65
floor,-62,-66
wall,-63,-61
floor,-63,-63
floor,-63,-62
wall,-63,-53
wall,-63,-52
floor,-63,-49
wall,-62,-80
floor,-63,-48
wall,-62,-79
floor,-63,-51
floor,-63,-50
floor,-61,-72
wall,-61,-73
floor,-61,-70
floor,-61,-71
wall,-62,-45
wall,-61,-76
wall,-62,-46
wall,-61,-74
wall,-61,-75
floor,-61,-64
floor,-61,-65
wall,-61,-62
floor,-61,-63
floor,-61,-68
floor,-61,-69
floor,-61,-66
floor,-61,-67
wall,-63,-26
wall,-63,-25
wall,-63,-24
wall,-62,-62
wall,-62,-61
floor,-62,-50
floor,-62,-49
floor,-62,-48
floor,-62,-47
wall,-63,-23
wall,-62,-52
floor,-62,-51
floor,-60,-69
wall,-60,-70
wall,-60,-71
wall,-60,-72
wall,-60,-73
wall,-61,-45
wall,-60,-62
floor,-60,-63
floor,-60,-64
floor,-60,-65
floor,-60,-66
floor,-60,-67
floor,-60,-68
floor,-62,-24
wall,-62,-23
wall,-62,-26
floor,-62,-25
wall,-62,-27
floor,-61,-47
floor,-61,-46
floor,-61,-49
floor,-61,-48
wall,-61,-51
floor,-61,-50
wall,-61,-52
floor,-52,-41
floor,-52,-42
floor,-52,-43
floor,-52,-44
floor,-52,-37
floor,-52,-38
wall,-52,-39
wall,-52,-40
wall,-53,-21
wall,-52,-45
wall,-52,-46
wall,-52,-26
floor,-52,-25
floor,-52,-22
wall,-52,-21
floor,-52,-24
floor,-52,-23
floor,-52,-34
floor,-52,-33
floor,-52,-36
floor,-52,-35
wall,-52,-30
floor,-52,-32
wall,-52,-31
floor,-51,-42
floor,-51,-43
floor,-51,-40
floor,-51,-41
floor,-51,-38
floor,-51,-39
floor,-51,-36
floor,-51,-37
floor,-51,-44
wall,-51,-45
wall,-51,-26
floor,-51,-25
floor,-51,-24
floor,-51,-23
floor,-51,-22
wall,-51,-21
wall,-51,-20
floor,-51,-35
floor,-51,-34
wall,-51,-33
wall,-51,-32
wall,-51,-31
floor,-50,-35
floor,-50,-36
floor,-50,-37
floor,-50,-38
floor,-50,-39
floor,-50,-40
floor,-50,-41
floor,-50,-42
floor,-50,-43
wall,-50,-44
wall,-50,-45
wall,-50,-20
floor,-50,-22
floor,-50,-21
floor,-50,-24
floor,-50,-23
wall,-50,-26
floor,-50,-25
wall,-50,-34
wall,-50,-33
floor,-49,-36
floor,-49,-37
wall,-49,-34
wall,-49,-35
floor,-49,-40
floor,-49,-41
floor,-49,-38
floor,-49,-39
wall,-49,-44
floor,-49,-42
wall,-49,-43
floor,-49,-21
wall,-49,-20
wall,-49,-25
floor,-49,-24
floor,-49,-23
floor,-49,-22
wall,-49,-26
floor,-57,-23
floor,-57,-22
floor,-57,-25
floor,-57,-24
wall,-56,-49
wall,-57,-21
floor,-56,-46
floor,-56,-45
wall,-56,-48
floor,-56,-47
wall,-56,-42
floor,-56,-44
floor,-56,-43
wall,-56,-33
wall,-56,-34
wall,-56,-35
floor,-56,-29
floor,-56,-30
floor,-56,-31
floor,-56,-32
floor,-56,-25
wall,-56,-26
floor,-56,-27
floor,-56,-28
floor,-56,-24
floor,-56,-23
floor,-56,-22
wall,-56,-21
wall,-55,-48
wall,-55,-47
floor,-55,-46
floor,-55,-45
floor,-55,-44
floor,-55,-43
wall,-55,-42
wall,-55,-41
wall,-55,-36
floor,-55,-34
wall,-55,-35
floor,-55,-32
floor,-55,-33
floor,-55,-30
floor,-55,-31
floor,-55,-28
floor,-55,-29
wall,-55,-26
wall,-55,-27
floor,-55,-24
floor,-55,-25
wall,-54,-47
wall,-55,-21
floor,-55,-23
floor,-55,-22
wall,-54,-40
floor,-54,-42
wall,-54,-41
floor,-54,-44
floor,-54,-43
floor,-54,-46
floor,-54,-45
floor,-54,-31
floor,-54,-32
floor,-54,-33
floor,-54,-34
floor,-54,-35
wall,-54,-36
wall,-54,-37
floor,-54,-23
floor,-54,-24
floor,-54,-25
wall,-54,-26
wall,-54,-27
wall,-54,-28
wall,-54,-29
floor,-54,-30
wall,-53,-47
wall,-53,-46
floor,-54,-22
wall,-54,-21
floor,-53,-41
wall,-53,-40
wall,-53,-39
wall,-53,-38
floor,-53,-45
floor,-53,-44
floor,-53,-43
floor,-53,-42
floor,-53,-32
floor,-53,-33
wall,-53,-30
floor,-53,-31
floor,-53,-36
wall,-53,-37
floor,-53,-34
floor,-53,-35
floor,-53,-24
floor,-53,-25
floor,-53,-22
floor,-53,-23
wall,-53,-29
wall,-53,-26
wall,-42,-44
wall,-42,-43
floor,-42,-46
floor,-42,-45
floor,-42,-48
floor,-42,-47
wall,-43,-19
floor,-42,-50
floor,-42,-49
floor,-43,-21
wall,-42,-52
floor,-43,-20
floor,-42,-51
floor,-43,-23
floor,-43,-22
wall,-42,-53
wall,-43,-25
wall,-43,-24
wall,-43,-33
wall,-43,-34
floor,-43,-35
floor,-43,-36
floor,-43,-37
floor,-43,-38
wall,-43,-39
wall,-43,-40
wall,-43,-42
wall,-43,-43
floor,-43,-47
floor,-43,-46
floor,-43,-45
floor,-43,-44
floor,-44,-20
wall,-43,-51
wall,-44,-19
wall,-43,-50
floor,-43,-49
floor,-43,-48
floor,-44,-24
floor,-44,-23
floor,-44,-22
floor,-44,-21
wall,-43,-52
wall,-44,-25
floor,-44,-35
floor,-44,-36
wall,-44,-34
floor,-44,-39
wall,-44,-40
floor,-44,-37
floor,-44,-38
floor,-44,-43
floor,-44,-44
wall,-44,-41
wall,-44,-42
wall,-40,-46
floor,-40,-48
wall,-40,-47
wall,-40,-41
floor,-41,-23
wall,-40,-54
floor,-41,-22
floor,-40,-53
wall,-40,-56
wall,-41,-24
wall,-40,-55
wall,-41,-19
floor,-40,-50
floor,-40,-49
floor,-41,-21
floor,-40,-52
floor,-41,-20
floor,-40,-51
wall,-41,-32
floor,-41,-33
wall,-41,-38
wall,-41,-39
floor,-41,-34
floor,-41,-35
floor,-41,-36
floor,-41,-37
floor,-41,-49
floor,-41,-48
floor,-41,-47
wall,-41,-46
wall,-41,-45
wall,-41,-44
wall,-42,-24
floor,-42,-23
wall,-41,-54
floor,-42,-22
wall,-41,-53
floor,-42,-21
floor,-41,-52
floor,-42,-20
floor,-41,-51
wall,-42,-19
floor,-41,-50
wall,-42,-33
floor,-42,-34
wall,-42,-32
wall,-42,-39
floor,-42,-37
floor,-42,-38
floor,-42,-35
floor,-42,-36
floor,-47,-24
wall,-47,-25
wall,-46,-47
wall,-46,-48
wall,-47,-20
floor,-47,-21
floor,-47,-22
floor,-47,-23
floor,-47,-41
floor,-47,-40
floor,-47,-43
floor,-47,-42
wall,-47,-45
floor,-47,-44
wall,-47,-46
floor,-47,-37
wall,-47,-36
floor,-47,-39
floor,-47,-38
wall,-48,-25
wall,-48,-20
floor,-48,-23
floor,-48,-24
floor,-48,-21
floor,-48,-22
wall,-48,-44
floor,-48,-43
floor,-48,-42
floor,-48,-41
wall,-48,-45
wall,-48,-36
wall,-48,-35
floor,-48,-40
floor,-48,-39
floor,-48,-38
floor,-48,-37
floor,-45,-22
floor,-45,-23
floor,-45,-24
wall,-45,-25
wall,-44,-49
wall,-45,-19
wall,-44,-50
wall,-45,-20
floor,-45,-21
floor,-44,-45
floor,-44,-46
floor,-44,-47
floor,-44,-48
floor,-45,-43
floor,-45,-42
floor,-45,-45
floor,-45,-44
floor,-45,-39
floor,-45,-38
floor,-45,-41
floor,-45,-40
wall,-45,-35
wall,-45,-34
floor,-45,-37
floor,-45,-36
wall,-46,-25
floor,-46,-23
floor,-46,-24
floor,-46,-21
floor,-46,-22
wall,-46,-20
wall,-45,-48
wall,-45,-49
floor,-45,-46
floor,-45,-47
wall,-46,-46
floor,-46,-45
floor,-46,-44
floor,-46,-43
floor,-46,-42
floor,-46,-41
floor,-46,-40
floor,-46,-39
floor,-46,-38
floor,-46,-37
wall,-46,-36
wall,-46,-35
floor,-35,-22
wall,-34,-54
wall,-35,-23
floor,-35,-20
floor,-35,-21
floor,-34,-57
floor,-34,-58
wall,-34,-55
floor,-34,-56
floor,-34,-61
wall,-34,-62
floor,-34,-59
floor,-34,-60
wall,-34,-63
wall,-34,-64
wall,-34,-38
floor,-34,-42
wall,-35,-11
floor,-34,-41
wall,-34,-40
wall,-34,-39
floor,-34,-46
floor,-35,-15
floor,-34,-45
wall,-35,-14
floor,-34,-44
wall,-35,-13
floor,-34,-43
wall,-35,-12
wall,-34,-50
floor,-35,-19
wall,-34,-49
floor,-35,-18
wall,-34,-48
floor,-35,-17
floor,-34,-47
floor,-35,-16
wall,-35,-52
floor,-36,-21
wall,-35,-53
floor,-36,-22
wall,-35,-54
wall,-36,-23
floor,-35,-55
wall,-36,-24
floor,-35,-56
floor,-35,-57
floor,-35,-58
floor,-35,-59
floor,-35,-60
wall,-35,-61
wall,-35,-62
wall,-36,-35
wall,-36,-36
wall,-35,-37
floor,-35,-39
wall,-35,-38
floor,-35,-41
floor,-35,-40
floor,-35,-43
floor,-35,-42
floor,-35,-45
wall,-36,-14
floor,-35,-44
wall,-35,-47
wall,-36,-16
floor,-35,-46
wall,-36,-15
floor,-36,-18
wall,-35,-48
wall,-36,-17
floor,-36,-20
floor,-36,-19
wall,-32,-56
wall,-32,-53
wall,-33,-22
wall,-33,-23
floor,-32,-51
floor,-33,-20
wall,-32,-52
wall,-33,-21
floor,-32,-49
floor,-33,-18
floor,-32,-50
floor,-33,-19
floor,-32,-63
floor,-32,-64
floor,-32,-61
floor,-32,-62
floor,-32,-59
floor,-32,-60
wall,-32,-57
wall,-32,-58
floor,-33,-9
wall,-33,-8
wall,-33,-7
wall,-33,-6
wall,-31,-67
wall,-33,-5
wall,-31,-66
floor,-31,-65
floor,-31,-64
floor,-32,-48
floor,-33,-17
floor,-32,-47
floor,-33,-16
floor,-32,-46
floor,-33,-15
floor,-32,-45
floor,-33,-14
floor,-32,-44
floor,-33,-13
wall,-32,-43
floor,-33,-12
wall,-32,-42
